user_id,transport,recycle,plastic,meat,task,score
461,Public Transport,Yes,No,No,Reduce electricity usage,100
462,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
463,Car,No,No,Daily,Plant or water a plant,40
464,Car,Yes,No,Few times,Avoid single-use plastic,70
465,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
466,Car,No,No,Few times,Turn off unused lights,50
467,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
468,Car,Yes,No,Rarely,Reduce shower time by 2 minutes,70
469,Public Transport,No,No,Few times,Plant or water a plant,80
470,Public Transport,No,Yes,Few times,Use cloth bags while shopping,60
471,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
472,Walk/Cycle,Yes,No,Rarely,Carry reusable water bottle,100
473,Walk/Cycle,Yes,Yes,Daily,Reduce electricity usage,70
474,Public Transport,Yes,Yes,Few times,Plant or water a plant,80
475,Public Transport,No,No,Rarely,Reduce electricity usage,80
476,Car,No,Yes,Rarely,Use public transport today,30
477,Car,Yes,Yes,Few times,Use public transport today,50
478,Walk/Cycle,No,No,No,Plant or water a plant,80
479,Car,Yes,Yes,Daily,Use cloth bags while shopping,40
480,Public Transport,No,No,Rarely,Reduce electricity usage,80
481,Car,Yes,No,Daily,Use public transport today,60
482,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
483,Car,Yes,No,Daily,Carry reusable water bottle,60
484,Public Transport,Yes,Yes,Few times,Use public transport today,80
485,Walk/Cycle,No,Yes,Few times,Walk instead of driving for short distances,60
486,Walk/Cycle,No,No,Few times,Plant or water a plant,80
487,Public Transport,Yes,No,Few times,Unplug unused chargers,100
488,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
489,Car,No,Yes,Rarely,Reduce shower time by 2 minutes,30
490,Walk/Cycle,Yes,No,No,Use public transport today,100
491,Walk/Cycle,No,No,No,Try vegetarian meal,80
492,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
493,Walk/Cycle,Yes,No,Few times,Turn off unused lights,100
494,Public Transport,No,Yes,No,Reduce electricity usage,60
495,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
496,Public Transport,No,Yes,No,Plant or water a plant,60
497,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
498,Car,No,Yes,Few times,Reduce electricity usage,30
499,Car,Yes,Yes,No,Turn off unused lights,50
500,Public Transport,No,Yes,Daily,Turn off unused lights,50
501,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
502,Car,No,No,Daily,Avoid single-use plastic,40
503,Public Transport,No,No,Rarely,Try vegetarian meal,80
504,Car,No,Yes,No,Use public transport today,30
505,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
506,Car,Yes,No,Daily,Plant or water a plant,60
507,Car,Yes,Yes,Daily,Reduce electricity usage,40
508,Car,Yes,Yes,Daily,Turn off unused lights,40
509,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
510,Walk/Cycle,Yes,Yes,Rarely,Turn off unused lights,80
511,Walk/Cycle,Yes,No,Few times,Plant or water a plant,100
512,Car,Yes,Yes,No,Use public transport today,50
513,Walk/Cycle,No,No,Daily,Unplug unused chargers,70
514,Public Transport,No,Yes,Few times,Turn off unused lights,60
515,Car,Yes,No,Few times,Use public transport today,70
516,Public Transport,Yes,No,Daily,Use public transport today,90
517,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
518,Public Transport,Yes,No,Few times,Turn off unused lights,100
519,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
520,Public Transport,No,No,Rarely,Avoid single-use plastic,80
521,Car,Yes,No,Daily,Plant or water a plant,60
522,Walk/Cycle,No,No,Rarely,Avoid single-use plastic,80
523,Walk/Cycle,Yes,Yes,Rarely,Plant or water a plant,80
524,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
525,Car,Yes,No,Few times,Plant or water a plant,70
526,Walk/Cycle,No,Yes,No,Carry reusable water bottle,60
527,Walk/Cycle,Yes,No,Few times,Use cloth bags while shopping,100
528,Walk/Cycle,Yes,Yes,Daily,Reduce shower time by 2 minutes,70
529,Walk/Cycle,No,No,No,Use cloth bags while shopping,80
530,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
531,Car,No,Yes,No,Use cloth bags while shopping,30
532,Car,Yes,Yes,Few times,Walk instead of driving for short distances,50
533,Car,Yes,No,Few times,Plant or water a plant,70
534,Car,No,No,Daily,Plant or water a plant,40
535,Car,Yes,Yes,Rarely,Reduce electricity usage,50
536,Public Transport,Yes,Yes,No,Reduce electricity usage,80
537,Walk/Cycle,No,Yes,Rarely,Try vegetarian meal,60
538,Public Transport,Yes,No,No,Use cloth bags while shopping,100
539,Car,No,Yes,Few times,Reduce electricity usage,30
540,Public Transport,No,Yes,Rarely,Unplug unused chargers,60
541,Car,Yes,Yes,Rarely,Turn off unused lights,50
542,Walk/Cycle,Yes,No,Rarely,Try vegetarian meal,100
543,Car,Yes,Yes,Rarely,Turn off unused lights,50
544,Car,Yes,Yes,Few times,Try vegetarian meal,50
545,Car,Yes,Yes,Rarely,Turn off unused lights,50
546,Public Transport,Yes,Yes,Few times,Turn off unused lights,80
547,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
548,Car,Yes,Yes,No,Use public transport today,50
549,Car,No,No,Daily,Use public transport today,40
550,Car,Yes,Yes,No,Reduce electricity usage,50
551,Walk/Cycle,Yes,No,No,Walk instead of driving for short distances,100
552,Car,Yes,Yes,Daily,Carry reusable water bottle,40
553,Public Transport,No,Yes,Few times,Unplug unused chargers,60
554,Walk/Cycle,No,Yes,Daily,Reduce shower time by 2 minutes,50
555,Walk/Cycle,Yes,Yes,Daily,Plant or water a plant,70
556,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
557,Walk/Cycle,Yes,Yes,Daily,Avoid single-use plastic,70
558,Car,No,Yes,Rarely,Carry reusable water bottle,30
559,Public Transport,No,No,Few times,Reduce electricity usage,80
560,Walk/Cycle,No,No,Few times,Turn off unused lights,80
561,Car,Yes,Yes,No,Avoid single-use plastic,50
562,Car,Yes,Yes,Daily,Use public transport today,40
563,Car,Yes,Yes,Few times,Plant or water a plant,50
564,Car,No,Yes,Few times,Walk instead of driving for short distances,30
565,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
566,Public Transport,Yes,Yes,Rarely,Reduce electricity usage,80
567,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
568,Car,Yes,No,No,Carry reusable water bottle,70
569,Walk/Cycle,No,Yes,Rarely,Try vegetarian meal,60
570,Car,Yes,No,Rarely,Walk instead of driving for short distances,70
571,Public Transport,No,Yes,No,Use cloth bags while shopping,60
572,Public Transport,Yes,No,Rarely,Turn off unused lights,100
573,Public Transport,Yes,Yes,Daily,Use public transport today,70
574,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
575,Car,No,No,Daily,Plant or water a plant,40
576,Car,Yes,Yes,No,Unplug unused chargers,50
577,Car,Yes,Yes,Daily,Use cloth bags while shopping,40
578,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
579,Car,No,No,No,Reduce shower time by 2 minutes,50
580,Public Transport,No,Yes,Rarely,Use public transport today,60
581,Walk/Cycle,No,Yes,Few times,Use public transport today,60
582,Walk/Cycle,No,No,No,Plant or water a plant,80
583,Car,Yes,No,Few times,Avoid single-use plastic,70
584,Car,No,No,Few times,Walk instead of driving for short distances,50
585,Public Transport,No,No,Daily,Reduce electricity usage,70
586,Public Transport,Yes,Yes,Daily,Plant or water a plant,70
587,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
588,Car,No,No,Rarely,Reduce electricity usage,50
589,Public Transport,Yes,Yes,Daily,Use cloth bags while shopping,70
590,Walk/Cycle,Yes,No,No,Unplug unused chargers,100
591,Public Transport,No,No,No,Use cloth bags while shopping,80
592,Public Transport,No,Yes,Daily,Carry reusable water bottle,50
593,Public Transport,Yes,Yes,Rarely,Turn off unused lights,80
594,Walk/Cycle,Yes,Yes,Few times,Try vegetarian meal,80
595,Public Transport,Yes,No,No,Avoid single-use plastic,100
596,Car,Yes,Yes,Daily,Plant or water a plant,40
597,Walk/Cycle,No,No,Few times,Walk instead of driving for short distances,80
598,Public Transport,Yes,Yes,Few times,Unplug unused chargers,80
599,Car,Yes,Yes,Rarely,Unplug unused chargers,50
600,Walk/Cycle,No,No,No,Carry reusable water bottle,80
601,Public Transport,No,Yes,Rarely,Walk instead of driving for short distances,60
602,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
603,Car,Yes,No,Rarely,Turn off unused lights,70
604,Car,No,No,No,Walk instead of driving for short distances,50
605,Walk/Cycle,Yes,Yes,Few times,Avoid single-use plastic,80
606,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
607,Walk/Cycle,Yes,No,No,Unplug unused chargers,100
608,Walk/Cycle,No,Yes,No,Avoid single-use plastic,60
609,Public Transport,No,Yes,Daily,Carry reusable water bottle,50
610,Car,No,Yes,No,Carry reusable water bottle,30
611,Walk/Cycle,No,No,No,Use cloth bags while shopping,80
612,Public Transport,Yes,Yes,Few times,Carry reusable water bottle,80
613,Walk/Cycle,Yes,Yes,No,Try vegetarian meal,80
614,Car,No,No,Daily,Plant or water a plant,40
615,Walk/Cycle,Yes,Yes,Few times,Unplug unused chargers,80
616,Public Transport,No,Yes,Few times,Unplug unused chargers,60
617,Public Transport,No,Yes,No,Walk instead of driving for short distances,60
618,Car,Yes,Yes,Daily,Reduce electricity usage,40
619,Public Transport,Yes,Yes,Few times,Use public transport today,80
620,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
621,Public Transport,No,No,Daily,Unplug unused chargers,70
622,Car,No,No,Rarely,Plant or water a plant,50
623,Car,No,Yes,Few times,Avoid single-use plastic,30
624,Car,Yes,Yes,No,Unplug unused chargers,50
625,Walk/Cycle,No,No,Few times,Reduce electricity usage,80
626,Walk/Cycle,No,No,Daily,Use public transport today,70
627,Car,Yes,Yes,No,Avoid single-use plastic,50
628,Car,Yes,Yes,Daily,Turn off unused lights,40
629,Walk/Cycle,Yes,Yes,No,Unplug unused chargers,80
630,Walk/Cycle,Yes,No,Daily,Reduce shower time by 2 minutes,90
631,Walk/Cycle,No,No,Daily,Reduce electricity usage,70
632,Car,No,No,Few times,Reduce shower time by 2 minutes,50
633,Public Transport,Yes,No,No,Walk instead of driving for short distances,100
634,Public Transport,No,No,No,Use public transport today,80
635,Car,Yes,No,No,Plant or water a plant,70
636,Car,No,Yes,Daily,Turn off unused lights,20
637,Walk/Cycle,No,Yes,Rarely,Try vegetarian meal,60
638,Walk/Cycle,No,No,Few times,Reduce shower time by 2 minutes,80
639,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
640,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
641,Public Transport,No,No,Few times,Walk instead of driving for short distances,80
642,Car,Yes,Yes,Few times,Plant or water a plant,50
643,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
644,Walk/Cycle,Yes,No,Daily,Avoid single-use plastic,90
645,Public Transport,No,Yes,Daily,Use cloth bags while shopping,50
646,Walk/Cycle,Yes,Yes,Rarely,Use cloth bags while shopping,80
647,Car,No,Yes,Daily,Turn off unused lights,20
648,Public Transport,Yes,Yes,No,Reduce shower time by 2 minutes,80
649,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
650,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
651,Public Transport,No,Yes,Rarely,Walk instead of driving for short distances,60
652,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
653,Public Transport,No,No,Rarely,Plant or water a plant,80
654,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
655,Public Transport,No,No,No,Carry reusable water bottle,80
656,Car,No,No,Rarely,Turn off unused lights,50
657,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
658,Car,No,No,Daily,Walk instead of driving for short distances,40
659,Walk/Cycle,No,No,Rarely,Use public transport today,80
660,Public Transport,No,Yes,No,Use public transport today,60
661,Walk/Cycle,No,Yes,No,Reduce electricity usage,60
662,Car,Yes,No,Few times,Reduce shower time by 2 minutes,70
663,Walk/Cycle,No,Yes,No,Reduce electricity usage,60
664,Car,Yes,Yes,Rarely,Avoid single-use plastic,50
665,Car,No,Yes,Few times,Try vegetarian meal,30
666,Car,No,No,No,Try vegetarian meal,50
667,Car,Yes,Yes,Few times,Reduce electricity usage,50
668,Walk/Cycle,Yes,Yes,Few times,Use public transport today,80
669,Walk/Cycle,Yes,Yes,Daily,Reduce electricity usage,70
670,Public Transport,Yes,Yes,No,Unplug unused chargers,80
671,Public Transport,Yes,Yes,Rarely,Reduce electricity usage,80
672,Public Transport,No,Yes,No,Use public transport today,60
673,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
674,Public Transport,Yes,Yes,Daily,Try vegetarian meal,70
675,Car,No,No,No,Carry reusable water bottle,50
676,Walk/Cycle,Yes,No,Few times,Use cloth bags while shopping,100
677,Public Transport,Yes,No,Few times,Try vegetarian meal,100
678,Walk/Cycle,Yes,Yes,Daily,Reduce electricity usage,70
679,Car,No,Yes,Rarely,Plant or water a plant,30
680,Car,No,No,Rarely,Use public transport today,50
681,Car,Yes,Yes,Few times,Plant or water a plant,50
682,Car,Yes,No,Few times,Plant or water a plant,70
683,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
684,Car,Yes,Yes,No,Use cloth bags while shopping,50
685,Car,Yes,Yes,Few times,Use cloth bags while shopping,50
686,Car,Yes,No,Daily,Reduce electricity usage,60
687,Car,Yes,Yes,Few times,Avoid single-use plastic,50
688,Walk/Cycle,Yes,No,Rarely,Reduce electricity usage,100
689,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
690,Public Transport,No,Yes,Few times,Walk instead of driving for short distances,60
691,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
692,Car,No,No,No,Walk instead of driving for short distances,50
693,Walk/Cycle,Yes,No,Daily,Use public transport today,90
694,Public Transport,Yes,Yes,Rarely,Walk instead of driving for short distances,80
695,Car,Yes,No,Daily,Use public transport today,60
696,Walk/Cycle,No,Yes,Rarely,Turn off unused lights,60
697,Car,No,No,Rarely,Use public transport today,50
698,Public Transport,No,Yes,No,Use cloth bags while shopping,60
699,Public Transport,No,No,Few times,Use public transport today,80
700,Public Transport,No,Yes,No,Walk instead of driving for short distances,60
701,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
702,Car,Yes,No,Few times,Turn off unused lights,70
703,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
704,Public Transport,No,Yes,Few times,Use public transport today,60
705,Public Transport,No,No,Few times,Reduce electricity usage,80
706,Car,Yes,Yes,No,Reduce electricity usage,50
707,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
708,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
709,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
710,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
711,Public Transport,Yes,Yes,Rarely,Use public transport today,80
712,Walk/Cycle,No,No,Few times,Walk instead of driving for short distances,80
713,Public Transport,No,Yes,No,Carry reusable water bottle,60
714,Car,No,Yes,Daily,Walk instead of driving for short distances,20
715,Walk/Cycle,No,Yes,Few times,Unplug unused chargers,60
716,Public Transport,No,Yes,Rarely,Try vegetarian meal,60
717,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
718,Car,No,No,Rarely,Unplug unused chargers,50
719,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
720,Public Transport,Yes,Yes,Daily,Carry reusable water bottle,70
721,Car,Yes,Yes,Daily,Plant or water a plant,40
722,Public Transport,Yes,Yes,Rarely,Turn off unused lights,80
723,Car,No,Yes,Few times,Unplug unused chargers,30
724,Car,No,No,Few times,Use public transport today,50
725,Car,Yes,No,Daily,Use cloth bags while shopping,60
726,Walk/Cycle,Yes,Yes,Rarely,Use cloth bags while shopping,80
727,Car,Yes,Yes,Few times,Unplug unused chargers,50
728,Car,No,Yes,No,Unplug unused chargers,30
729,Car,Yes,Yes,Few times,Try vegetarian meal,50
730,Car,No,No,Rarely,Use public transport today,50
731,Car,No,No,Daily,Try vegetarian meal,40
732,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
733,Public Transport,Yes,Yes,No,Try vegetarian meal,80
734,Walk/Cycle,No,Yes,Rarely,Use public transport today,60
735,Car,No,Yes,Rarely,Walk instead of driving for short distances,30
736,Public Transport,No,No,Few times,Avoid single-use plastic,80
737,Car,Yes,No,Rarely,Carry reusable water bottle,70
738,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
739,Public Transport,No,Yes,Rarely,Reduce shower time by 2 minutes,60
740,Car,No,Yes,Daily,Use public transport today,20
741,Walk/Cycle,Yes,Yes,Few times,Plant or water a plant,80
742,Walk/Cycle,No,Yes,Few times,Use cloth bags while shopping,60
743,Public Transport,Yes,Yes,Daily,Plant or water a plant,70
744,Car,Yes,Yes,Rarely,Turn off unused lights,50
745,Walk/Cycle,Yes,Yes,Few times,Reduce electricity usage,80
746,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
747,Car,No,Yes,Daily,Reduce electricity usage,20
748,Walk/Cycle,No,No,Daily,Reduce shower time by 2 minutes,70
749,Car,Yes,Yes,Rarely,Try vegetarian meal,50
750,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
751,Car,No,Yes,Daily,Walk instead of driving for short distances,20
752,Car,Yes,No,Daily,Reduce electricity usage,60
753,Public Transport,No,Yes,No,Try vegetarian meal,60
754,Car,No,Yes,Few times,Use public transport today,30
755,Walk/Cycle,No,No,Rarely,Carry reusable water bottle,80
756,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
757,Walk/Cycle,No,Yes,Rarely,Carry reusable water bottle,60
758,Car,No,No,Rarely,Avoid single-use plastic,50
